interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split
PI0011969,T001497,POI0028,December,afternoon,Z06,17.9,9.21,181.1,79.21,87.0,72.0,92.5,100.0,63.8,0.0,7.16,87.99,train
PI0011970,T001497,POI0053,December,afternoon,Z06,130.8,72.24,1461.1,47.4,75.0,79.0,88.25,100.0,54.4,2.11,52.32,72.38,train
PI0011971,T001497,POI0013,December,afternoon,Z06,32.9,17.46,384.6,65.4,85.0,70.0,89.25,100.0,69.4,0.93,13.16,84.91,train
PI0011972,T001497,POI0039,December,evening,Z06,20.2,10.78,1491.8,80.53,75.0,95.0,70.5,100.0,88.0,16.42,8.08,81.44,train
PI0011973,T001497,POI0054,December,morning,Z06,130.8,72.24,1318.1,56.95,77.0,70.0,100.0,100.0,79.8,0.3,52.32,76.73,train
PI0011974,T001497,POI0058,December,evening,Z06,58.6,33.29,647.1,62.14,87.0,54.0,92.75,100.0,68.6,0.25,23.44,76.15,train
PI0011975,T001497,POI0001,December,afternoon,Z06,19.2,11.42,298.6,65.26,70.0,57.0,92.75,100.0,60.4,1.09,7.68,76.04,train
PI0011976,T001497,POI0034,December,morning,Z06,10.2,0.97,1862.1,88.99,81.0,5.0,83.5,100.0,59.7,23.43,4.08,70.19,train
PI0011977,T001498,POI0040,January,morning,Z07,10.9,0.6,5.5,82.05,69.0,45.0,80.0,100.0,45.0,0.0,4.36,79.29,train
PI0011978,T001498,POI0040,January,evening,Z07,10.9,0.6,5.5,82.05,69.0,84.0,80.0,100.0,45.0,0.0,4.36,67.51,train
PI0011979,T001498,POI0057,January,morning,Z07,55.4,29.95,605.7,82.44,64.0,82.0,87.25,100.0,60.6,0.47,22.16,84.71,train
PI0011980,T001498,POI0060,January,evening,Z07,55.4,29.95,523.7,85.2,57.0,80.0,76.25,100.0,85.3,0.0,22.16,73.58,train
PI0011981,T001498,POI0008,January,afternoon,Z07,43.4,22.22,361.6,71.18,68.0,62.0,96.0,100.0,71.5,0.0,17.36,60.61,train
PI0011982,T001498,POI0021,January,morning,Z07,53.2,28.1,802.9,79.64,68.0,88.0,72.5,100.0,79.2,1.7,21.28,70.2,train
PI0011983,T001498,POI0044,January,afternoon,Z07,51.8,29.96,977.8,62.51,48.0,56.0,89.0,100.0,54.5,2.75,20.72,74.11,train
PI0011984,T001498,POI0004,January,morning,Z07,33.0,21.24,824.8,63.07,68.0,59.0,95.25,100.0,78.8,2.47,13.2,73.56,train
PI0011985,T001499,POI0057,November,afternoon,Z08,14.2,9.2,261.1,80.46,93.0,75.0,86.85,100.0,60.6,1.08,5.68,85.19,train
PI0011986,T001499,POI0004,November,morning,Z08,79.2,48.0,1284.8,61.02,44.0,59.0,88.35,100.0,78.8,5.64,31.68,71.45,train
PI0011987,T001499,POI0016,November,morning,Z08,92.1,54.2,1018.0,76.93,47.0,85.0,87.75,100.0,69.1,0.0,36.84,69.37,train
PI0011988,T001499,POI0044,November,morning,Z08,10.2,0.86,482.1,70.18,61.0,72.0,87.9,100.0,54.5,6.27,4.08,84.66,train
PI0011989,T001499,POI0013,November,morning,Z08,92.1,54.2,1092.0,72.15,54.0,70.0,88.05,100.0,69.4,0.97,36.84,75.59,train
PI0011990,T001499,POI0050,November,evening,Z08,71.3,37.85,683.4,81.04,87.0,41.0,84.9,100.0,82.4,0.22,28.52,80.33,train
PI0011991,T001499,POI0060,November,evening,Z08,14.2,9.2,179.1,72.07,47.0,80.0,80.25,100.0,85.3,0.0,5.68,73.35,train
PI0011992,T001499,POI0053,November,evening,Z08,71.3,37.85,833.4,54.95,71.0,39.0,87.45,100.0,54.4,2.2,28.52,74.83,train
PI0011993,T001500,POI0036,October,evening,Z07,18.3,11.27,190.3,76.79,79.0,73.0,72.35,100.0,45.7,0.0,7.32,74.58,train
PI0011994,T001500,POI0015,October,afternoon,Z07,47.7,26.98,915.9,72.14,66.0,84.0,72.7,100.0,55.8,4.25,19.08,75.47,train
PI0011995,T001500,POI0030,October,afternoon,Z07,36.9,20.67,781.8,70.65,90.0,72.0,74.6,100.0,75.2,4.44,14.76,70.21,train
PI0011996,T001500,POI0041,October,afternoon,Z07,10.9,0.6,26.5,80.01,65.0,46.0,69.6,100.0,60.8,0.23,4.36,82.11,train
PI0011997,T001500,POI0053,October,afternoon,Z07,112.0,65.81,1250.1,61.3,75.0,79.0,72.35,100.0,54.4,1.82,44.8,64.42,train
PI0011998,T001500,POI0001,October,evening,Z07,33.0,21.24,481.8,78.6,70.0,64.0,71.45,100.0,60.4,0.94,13.2,64.71,train
PI0011999,T001500,POI0052,October,evening,Z07,112.0,65.81,1083.1,74.29,66.0,93.0,73.95,100.0,88.6,0.0,44.8,59.56,train
PI0012000,T001500,POI0011,October,evening,Z07,43.4,22.22,536.6,65.96,60.0,41.0,70.15,100.0,59.9,1.91,17.36,61.94,train
PI0012001,T001501,POI0014,December,afternoon,Z04,6.3,3.23,3450.9,84.09,69.0,64.0,78.25,100.0,88.2,14.86,2.52,79.77,train
PI0012002,T001501,POI0051,December,afternoon,Z04,182.1,97.33,3583.2,76.54,83.0,64.0,74.5,100.0,74.2,8.0,72.84,77.72,train
PI0012003,T001501,POI0015,December,morning,Z04,6.3,3.23,450.9,70.77,91.0,84.0,86.5,100.0,55.8,1.71,2.52,73.47,train
PI0012004,T001501,POI0023,December,afternoon,Z04,5.4,0.53,2636.7,79.48,83.0,63.0,64.75,100.0,73.0,11.55,2.16,68.94,train
PI0012005,T001501,POI0042,December,morning,Z04,50.2,26.96,754.0,66.88,52.0,82.0,95.0,100.0,66.8,1.3,20.08,74.41,train
PI0012006,T001501,POI0044,December,afternoon,Z04,103.8,57.03,1548.3,62.76,61.0,56.0,89.0,100.0,54.5,2.09,41.52,59.32,train
PI0012007,T001501,POI0052,December,afternoon,Z04,182.1,97.33,1759.2,75.87,100.0,41.0,80.25,100.0,88.6,0.0,72.84,71.09,train
PI0012008,T001501,POI0048,December,afternoon,Z04,103.8,57.03,1071.3,65.2,80.0,79.0,90.5,100.0,46.3,0.0,41.52,71.3,train
PI0012009,T001502,POI0021,December,afternoon,Z05,20.9,12.05,503.7,76.5,64.0,73.0,78.0,100.0,79.2,2.72,8.36,77.14,train
PI0012010,T001502,POI0053,December,evening,Z05,139.6,74.19,1603.5,62.82,78.0,39.0,87.45,100.0,54.4,1.53,55.84,60.59,train
PI0012011,T001502,POI0016,December,afternoon,Z05,15.9,8.61,167.8,77.23,87.0,66.0,87.75,100.0,69.1,0.0,6.36,90.13,train
PI0012012,T001502,POI0043,December,evening,Z05,81.3,42.34,737.6,80.35,67.0,61.0,90.0,100.0,62.9,0.39,32.52,87.99,train
PI0012013,T001502,POI0006,December,morning,Z05,6.4,3.57,62.3,80.56,85.0,92.0,81.3,100.0,64.0,0.0,2.56,74.62,train
PI0012014,T001502,POI0002,December,morning,Z05,6.4,3.57,76.3,59.28,67.0,84.0,89.1,100.0,67.0,0.13,2.56,65.06,train
PI0012015,T001502,POI0060,December,afternoon,Z05,61.1,39.15,718.8,79.1,62.0,50.0,80.25,100.0,85.3,0.0,24.44,70.97,train
PI0012016,T001502,POI0031,December,morning,Z05,19.8,10.31,216.0,69.35,78.0,70.0,88.5,100.0,58.3,0.22,7.92,81.07,train
PI0012017,T001503,POI0012,January,morning,Z06,27.3,14.29,253.7,86.24,79.0,63.0,83.1,100.0,66.6,0.0,10.92,84.23,train
PI0012018,T001503,POI0016,January,afternoon,Z06,32.9,17.46,310.6,71.44,47.0,66.0,87.75,100.0,69.1,0.0,13.16,75.56,train
PI0012019,T001503,POI0003,January,afternoon,Z06,19.2,11.42,298.6,66.65,60.0,55.0,88.2,100.0,70.0,4.13,7.68,67.24,train
PI0012020,T001503,POI0035,January,morning,Z06,10.2,0.97,5.1,79.7,86.0,59.0,87.3,100.0,50.8,0.0,4.08,71.83,train
PI0012021,T001503,POI0020,January,morning,Z06,35.7,20.48,400.1,72.16,56.0,79.0,85.2,100.0,61.3,2.06,14.28,65.68,train
PI0012022,T001503,POI0045,January,morning,Z06,57.7,36.79,852.1,66.88,96.0,68.0,88.05,100.0,72.7,9.55,23.08,82.83,train
PI0012023,T001503,POI0034,January,afternoon,Z06,10.2,0.97,1862.1,92.39,15.0,15.0,84.6,100.0,59.7,89.14,4.08,55.07,train
PI0012024,T001503,POI0037,January,evening,Z06,20.2,10.78,190.8,80.34,69.0,75.0,84.45,100.0,63.0,0.0,8.08,63.96,train
PI0012025,T001504,POI0049,October,morning,Z06,130.8,72.24,1303.1,73.74,70.0,80.0,88.2,100.0,79.2,0.03,52.32,83.93,train
PI0012026,T001504,POI0044,October,afternoon,Z06,57.7,36.79,1130.1,57.42,48.0,56.0,87.9,100.0,54.5,1.79,23.08,58.38,train
PI0012027,T001504,POI0017,October,morning,Z06,32.9,17.46,326.6,81.23,60.0,64.0,86.4,100.0,60.8,0.06,13.16,79.05,train
PI0012028,T001504,POI0006,October,morning,Z06,19.2,11.42,212.6,64.87,52.0,92.0,81.3,100.0,64.0,0.0,7.68,78.11,train
PI0012029,T001504,POI0003,October,evening,Z06,19.2,11.42,298.6,73.82,59.0,93.0,88.2,100.0,70.0,0.32,7.68,70.46,train
PI0012030,T001504,POI0038,October,afternoon,Z06,20.2,10.78,281.8,62.24,64.0,62.0,86.1,100.0,59.1,0.34,8.08,63.23,train
PI0012031,T001504,POI0004,October,evening,Z06,19.2,11.42,641.6,74.86,68.0,84.0,88.35,100.0,78.8,1.61,7.68,97.9,train
PI0012032,T001504,POI0031,October,morning,Z06,10.2,0.97,29.1,72.9,50.0,70.0,88.5,100.0,58.3,0.09,4.08,65.1,train
PI0012033,T001505,POI0022,March,afternoon,Z08,94.2,59.11,7583.5,60.2,42.68,15.0,82.5,100.0,55.1,24.48,37.68,55.07,train
PI0012034,T001505,POI0057,March,morning,Z08,14.2,9.2,455.1,66.08,72.32,82.0,87.25,100.0,60.6,1.05,5.68,75.39,train
PI0012035,T001505,POI0057,March,evening,Z08,14.2,9.2,455.1,66.08,72.32,39.0,87.25,100.0,60.6,1.05,5.68,69.05,train
PI0012036,T001505,POI0045,March,morning,Z08,10.2,0.86,655.1,76.57,62.56,68.0,89.25,100.0,72.7,2.46,4.08,89.44,train
PI0012037,T001505,POI0024,March,evening,Z08,94.2,59.11,1125.5,65.12,50.56,97.0,73.25,100.0,63.4,0.0,37.68,76.15,train
PI0012038,T001505,POI0055,March,morning,Z08,14.2,9.2,591.1,79.79,68.0,83.0,85.0,100.0,55.1,1.56,5.68,74.09,train
PI0012039,T001505,POI0040,March,morning,Z08,55.8,29.79,536.3,79.7,55.68,45.0,80.0,100.0,45.0,0.0,22.32,73.12,train
PI0012040,T001505,POI0036,March,afternoon,Z08,61.1,33.99,626.7,77.83,61.24,77.0,88.25,100.0,45.7,0.0,24.44,76.33,train
PI0012041,T001506,POI0035,January,afternoon,Z03,28.4,15.27,253.0,58.27,70.0,70.0,72.4,100.0,50.8,0.0,11.36,76.9,train
PI0012042,T001506,POI0058,January,evening,Z03,74.5,44.74,884.3,66.04,46.0,54.0,71.45,100.0,68.6,0.2,29.8,71.54,train
PI0012043,T001506,POI0012,January,evening,Z03,5.3,3.18,58.0,58.14,66.0,68.0,73.8,100.0,66.6,0.0,2.12,60.04,train
PI0012044,T001506,POI0014,January,morning,Z03,10.9,0.43,3394.5,90.87,69.0,60.0,74.35,100.0,88.2,34.49,4.36,66.46,train
PI0012045,T001506,POI0060,January,afternoon,Z03,74.5,44.74,864.3,72.37,62.0,50.0,74.75,100.0,85.3,0.0,29.8,73.56,train
PI0012046,T001506,POI0002,January,morning,Z03,8.3,4.68,105.3,62.47,67.0,84.0,71.2,100.0,67.0,0.14,3.32,64.96,train
PI0012047,T001506,POI0011,January,afternoon,Z03,5.3,3.18,233.0,62.0,62.0,73.0,70.15,100.0,59.9,1.78,2.12,75.35,train
PI0012048,T001506,POI0045,January,morning,Z03,102.7,54.77,1163.7,69.51,69.0,68.0,72.15,100.0,72.7,2.03,41.08,66.35,train
PI0012049,T001507,POI0023,December,afternoon,Z04,5.4,0.53,7985.7,71.18,37.0,63.0,64.75,100.0,73.0,33.53,2.16,67.23,train
PI0012050,T001507,POI0003,December,evening,Z04,12.3,7.82,395.8,78.0,71.0,93.0,95.5,100.0,70.0,1.12,4.92,81.45,train
PI0012051,T001507,POI0048,December,evening,Z04,103.8,57.03,1071.3,77.89,61.0,71.0,90.5,100.0,46.3,0.0,41.52,62.92,train
PI0012052,T001507,POI0014,December,evening,Z04,6.3,3.23,9930.9,81.35,30.0,50.0,78.25,100.0,88.2,41.45,2.52,57.76,train
PI0012053,T001507,POI0057,December,afternoon,Z04,100.3,53.22,1173.9,72.17,68.0,75.0,87.25,100.0,60.6,1.13,40.12,70.87,train
PI0012054,T001507,POI0011,December,afternoon,Z04,11.5,6.52,617.9,68.01,60.0,73.0,99.25,100.0,59.9,2.15,4.6,75.78,train
PI0012055,T001507,POI0029,December,afternoon,Z04,21.0,11.17,749.7,78.36,46.0,70.0,95.0,100.0,58.1,2.23,8.4,64.08,train
PI0012056,T001507,POI0026,December,evening,Z04,21.0,11.17,942.7,70.35,86.0,42.0,100.0,100.0,51.4,3.04,8.4,80.57,train
PI0012057,T001508,POI0043,August,afternoon,Z08,10.2,0.86,48.1,73.38,67.0,45.65,92.5,100.0,62.9,0.28,4.08,76.88,validation
PI0012058,T001508,POI0012,August,afternoon,Z08,95.8,52.69,957.2,72.04,66.0,73.0,81.0,100.0,66.6,0.0,38.32,66.52,validation
PI0012059,T001508,POI0055,August,morning,Z08,14.2,9.2,311.1,57.07,91.0,83.0,85.0,100.0,55.1,0.86,5.68,75.3,validation
PI0012060,T001508,POI0057,August,morning,Z08,14.2,9.2,261.1,81.09,62.0,52.81,87.25,100.0,60.6,0.53,5.68,87.31,validation
PI0012061,T001508,POI0058,August,afternoon,Z08,14.2,9.2,199.1,52.7,46.0,78.0,92.75,100.0,68.6,0.13,5.68,60.16,validation
PI0012062,T001508,POI0005,August,morning,Z08,79.2,48.0,3339.8,76.29,85.0,53.57,87.75,100.0,68.9,16.14,31.68,75.7,validation
PI0012063,T001508,POI0014,August,afternoon,Z08,92.1,54.2,4407.0,75.64,69.0,64.0,78.25,100.0,88.2,22.02,36.84,66.67,validation
PI0012064,T001508,POI0057,August,evening,Z08,14.2,9.2,261.1,81.09,62.0,6.68,87.25,100.0,60.6,0.53,5.68,65.63,validation
PI0012065,T001509,POI0029,December,morning,Z09,128.7,79.6,1690.6,72.87,83.2,80.0,88.5,100.0,58.1,6.48,51.48,78.24,train
PI0012066,T001509,POI0039,December,evening,Z09,141.9,74.97,3355.6,66.24,2.4,95.0,76.8,100.0,88.0,42.93,56.76,72.02,train
PI0012067,T001509,POI0038,December,afternoon,Z09,141.9,74.97,1561.6,73.65,71.8,62.0,86.1,100.0,59.1,2.96,56.76,64.8,train
PI0012068,T001509,POI0003,December,evening,Z09,155.0,84.0,1788.9,74.38,75.4,93.0,88.2,100.0,70.0,2.83,62.0,59.7,train
PI0012069,T001509,POI0040,December,evening,Z09,141.9,74.97,1428.6,77.96,48.8,84.0,82.5,100.0,45.0,0.0,56.76,64.34,train
PI0012070,T001509,POI0025,December,evening,Z09,128.7,79.6,1556.6,76.32,28.2,43.0,84.0,100.0,75.9,3.5,51.48,57.63,train
PI0012071,T001509,POI0014,December,evening,Z09,147.6,81.7,6587.0,79.61,65.2,50.0,81.45,100.0,88.2,100.0,59.04,51.67,train
PI0012072,T001509,POI0034,December,afternoon,Z09,119.4,74.3,4111.6,83.94,18.0,15.0,84.6,100.0,59.7,63.67,47.76,45.12,train
PI0012073,T001510,POI0033,January,morning,Z06,10.2,0.97,1978.1,67.81,58.6,81.0,87.0,100.0,54.6,21.02,4.08,70.03,train
PI0012074,T001510,POI0040,January,afternoon,Z06,20.2,10.78,190.8,79.7,48.8,73.0,82.5,100.0,45.0,0.0,8.08,72.94,train
PI0012075,T001510,POI0057,January,morning,Z06,58.6,33.29,885.1,73.78,75.2,82.0,86.85,100.0,60.6,2.75,23.44,86.2,train
PI0012076,T001510,POI0005,January,evening,Z06,19.2,11.42,9424.6,74.16,56.8,52.0,87.15,100.0,68.9,98.15,7.68,51.63,train
PI0012077,T001510,POI0034,January,evening,Z06,10.2,0.97,5866.1,82.76,18.0,95.0,84.6,100.0,59.7,62.45,4.08,55.01,train
PI0012078,T001510,POI0017,January,evening,Z06,32.9,17.46,350.6,76.85,71.0,37.0,86.4,100.0,60.8,0.43,13.16,76.47,train
PI0012079,T001510,POI0021,January,afternoon,Z06,35.7,20.48,1445.1,74.91,54.2,73.0,78.0,100.0,79.2,11.59,14.28,68.88,train
PI0012080,T001510,POI0025,January,afternoon,Z06,17.9,9.21,500.1,81.7,28.2,58.0,84.0,100.0,75.9,3.4,7.16,75.32,train
PI0012081,T001511,POI0034,October,morning,Z02,25.2,12.88,2072.3,69.15,81.0,5.0,73.3,100.0,59.7,22.83,10.08,68.51,validation
PI0012082,T001511,POI0016,October,evening,Z02,5.2,2.87,51.2,79.0,60.0,88.0,72.25,100.0,69.1,0.0,2.08,77.16,validation
PI0012083,T001511,POI0013,October,morning,Z02,5.2,2.87,125.2,62.64,85.0,70.0,72.15,100.0,69.4,0.91,2.08,80.64,validation
PI0012084,T001511,POI0014,October,morning,Z02,5.2,2.87,3440.2,84.06,71.0,60.0,74.35,100.0,88.2,41.67,2.08,78.6,validation
PI0012085,T001511,POI0022,October,afternoon,Z02,11.8,6.04,1979.1,57.13,63.0,15.0,73.5,100.0,55.1,23.02,4.72,59.75,validation
PI0012086,T001511,POI0003,October,afternoon,Z02,3.2,1.95,120.8,76.6,59.0,55.0,70.9,100.0,70.0,1.06,1.28,76.12,validation
PI0012087,T001511,POI0020,October,morning,Z02,11.8,6.04,150.1,77.8,69.0,79.0,69.9,100.0,61.3,0.53,4.72,75.75,validation
PI0012088,T001511,POI0024,October,afternoon,Z02,11.8,6.04,107.1,77.09,29.0,56.0,75.35,100.0,63.4,0.0,4.72,63.68,validation
PI0012089,T001512,POI0049,November,morning,Z05,139.6,74.19,1445.5,45.54,70.0,80.0,88.2,100.0,79.2,0.13,55.84,69.67,train
PI0012090,T001512,POI0044,November,afternoon,Z05,81.3,42.34,1171.6,53.26,48.0,56.0,87.9,100.0,54.5,6.75,32.52,78.55,train
PI0012091,T001512,POI0020,November,evening,Z05,20.9,12.05,250.7,67.07,69.0,84.0,85.2,100.0,61.3,0.61,8.36,73.74,train
PI0012092,T001512,POI0004,November,morning,Z05,6.4,3.57,491.3,58.15,68.0,59.0,88.35,100.0,78.8,6.07,2.56,61.98,train
PI0012093,T001512,POI0040,November,morning,Z05,35.5,18.74,315.5,88.36,69.0,45.0,82.5,100.0,45.0,0.0,14.2,74.26,train
PI0012094,T001512,POI0043,November,morning,Z05,81.3,42.34,737.6,68.4,55.0,60.0,90.0,100.0,62.9,0.61,32.52,62.86,train
PI0012095,T001512,POI0049,November,afternoon,Z05,139.6,74.19,1445.5,45.54,70.0,81.0,88.2,100.0,79.2,0.13,55.84,62.44,train
PI0012096,T001512,POI0047,November,afternoon,Z05,81.3,42.34,722.6,38.21,90.0,66.0,83.1,100.0,70.7,0.4,32.52,66.64,train
PI0012097,T001513,POI0041,April,morning,Z07,10.9,0.6,26.5,76.61,68.0,88.0,69.6,100.0,60.8,0.43,4.36,87.35,train
PI0012098,T001513,POI0053,April,evening,Z07,112.0,65.81,1250.1,63.37,78.0,39.0,72.35,100.0,54.4,3.4,44.8,69.91,train
PI0012099,T001513,POI0021,April,afternoon,Z07,53.2,28.1,802.9,84.77,64.0,73.0,75.5,100.0,79.2,6.03,21.28,73.08,train
PI0012100,T001513,POI0008,April,afternoon,Z07,43.4,22.22,361.6,51.22,76.0,62.0,70.8,100.0,71.5,0.0,17.36,66.6,train
PI0012101,T001513,POI0038,April,afternoon,Z07,10.9,0.6,96.5,78.84,67.0,62.0,72.8,100.0,59.1,1.85,4.36,78.03,train
PI0012102,T001513,POI0051,April,evening,Z07,112.0,65.81,2907.1,64.54,83.0,40.0,75.1,100.0,74.2,37.17,44.8,50.01,train
PI0012103,T001513,POI0026,April,evening,Z07,36.9,20.67,639.8,58.89,84.0,42.0,69.4,100.0,51.4,5.4,14.76,74.93,train
PI0012104,T001513,POI0028,April,evening,Z07,36.9,20.67,374.8,59.74,96.0,66.0,71.5,100.0,63.8,0.0,14.76,74.57,train
PI0012105,T001514,POI0002,November,morning,Z07,33.0,21.24,409.8,84.38,67.0,84.0,94.0,100.0,67.0,0.75,13.2,81.91,test
PI0012106,T001514,POI0021,November,morning,Z07,53.2,28.1,802.9,77.64,64.0,88.0,72.5,100.0,79.2,15.89,21.28,77.29,test
PI0012107,T001514,POI0016,November,evening,Z07,47.7,26.98,526.9,77.61,87.0,88.0,88.75,100.0,69.1,0.0,19.08,88.62,test
PI0012108,T001514,POI0028,November,evening,Z07,36.9,20.67,374.8,81.21,96.0,66.0,92.5,100.0,63.8,0.0,14.76,85.05,test
PI0012109,T001514,POI0020,November,afternoon,Z07,53.2,28.1,549.9,77.87,74.0,55.0,100.0,100.0,61.3,2.31,21.28,68.48,test
PI0012110,T001514,POI0052,November,morning,Z07,112.0,65.81,1083.1,84.07,100.0,87.0,80.25,100.0,88.6,0.0,44.8,92.3,test
PI0012111,T001514,POI0052,November,evening,Z07,112.0,65.81,1083.1,84.07,100.0,93.0,80.25,100.0,88.6,0.0,44.8,83.52,test
PI0012112,T001514,POI0030,November,afternoon,Z07,36.9,20.67,781.8,56.01,92.0,72.0,77.0,100.0,75.2,21.85,14.76,64.14,test
PI0012113,T001515,POI0051,December,evening,Z08,71.3,37.85,7150.4,66.7,65.76,40.0,74.5,100.0,74.2,69.5,28.52,51.37,train
PI0012114,T001515,POI0053,December,afternoon,Z08,71.3,37.85,1162.4,53.31,86.2,79.0,88.25,100.0,54.4,5.32,28.52,83.64,train
PI0012115,T001515,POI0019,December,afternoon,Z08,94.2,59.11,1125.5,77.78,70.52,75.0,80.5,100.0,65.5,0.0,37.68,72.91,train
PI0012116,T001515,POI0037,December,morning,Z08,55.8,29.79,536.3,77.85,60.0,64.0,83.25,100.0,63.0,0.0,22.32,76.31,train
PI0012117,T001515,POI0023,December,afternoon,Z08,94.2,59.11,9409.5,72.18,46.84,63.0,64.75,100.0,73.0,88.8,37.68,51.0,train
PI0012118,T001515,POI0015,December,afternoon,Z08,92.1,54.2,2370.0,70.17,78.72,84.0,86.5,100.0,55.8,14.49,36.84,64.57,train
PI0012119,T001515,POI0035,December,afternoon,Z08,61.1,33.99,626.7,77.6,62.92,70.0,88.0,100.0,50.8,0.0,24.44,79.37,train
PI0012120,T001515,POI0030,December,morning,Z08,71.6,42.09,2181.4,51.78,55.2,88.0,77.0,100.0,75.2,15.63,28.64,71.05,train
PI0012121,T001516,POI0051,January,morning,Z04,182.1,97.33,3583.2,77.99,61.0,78.0,79.2,100.0,74.2,26.06,72.84,60.24,test
PI0012122,T001516,POI0055,January,afternoon,Z04,100.3,53.22,1037.9,63.31,61.0,84.0,85.5,100.0,55.1,1.89,40.12,63.0,test
PI0012123,T001516,POI0006,January,morning,Z04,12.3,7.82,129.8,61.24,52.0,92.0,81.3,100.0,64.0,0.0,4.92,69.26,test
PI0012124,T001516,POI0009,January,evening,Z04,11.5,6.52,3976.9,65.49,89.0,57.0,77.85,100.0,61.1,55.3,4.6,69.07,test
PI0012125,T001516,POI0030,January,morning,Z04,21.0,11.17,625.7,70.46,90.0,88.0,80.7,100.0,75.2,5.82,8.4,69.49,test
PI0012126,T001516,POI0019,January,evening,Z04,5.4,0.53,2.7,65.25,81.0,85.0,82.8,100.0,65.5,0.0,2.16,75.98,test
PI0012127,T001516,POI0053,January,afternoon,Z04,182.1,97.33,1926.2,53.04,75.0,79.0,87.45,100.0,54.4,2.39,72.84,62.4,test
PI0012128,T001516,POI0053,January,afternoon,Z04,182.1,97.33,1926.2,53.04,75.0,79.0,87.45,100.0,54.4,2.39,72.84,72.92,test
PI0012129,T001517,POI0002,January,evening,Z04,12.3,7.82,166.8,74.21,65.88,58.0,71.2,100.0,67.0,0.45,4.92,67.37,test
PI0012130,T001517,POI0056,January,morning,Z04,100.3,53.22,4473.9,77.66,46.32,68.0,77.85,100.0,50.2,43.38,40.12,62.78,test
PI0012131,T001517,POI0031,January,morning,Z04,34.8,20.09,426.4,70.7,49.4,70.0,72.0,100.0,58.3,0.74,13.92,76.1,test
PI0012132,T001517,POI0030,January,morning,Z04,21.0,11.17,1423.7,68.09,55.2,88.0,74.6,100.0,75.2,14.65,8.4,73.16,test
PI0012133,T001517,POI0060,January,evening,Z04,100.3,53.22,905.9,71.82,65.64,80.0,74.75,100.0,85.3,0.0,40.12,79.02,test
PI0012134,T001517,POI0024,January,morning,Z04,5.4,0.53,2.7,79.5,50.56,82.0,75.35,100.0,63.4,0.0,2.16,77.61,test
PI0012135,T001517,POI0031,January,afternoon,Z04,34.8,20.09,426.4,70.7,49.4,63.0,72.0,100.0,58.3,0.74,13.92,59.17,test
PI0012136,T001517,POI0033,January,evening,Z04,34.8,20.09,1947.4,74.21,61.56,44.0,72.5,100.0,54.6,19.23,13.92,61.55,test
PI0012137,T001518,POI0022,March,morning,Z07,53.2,28.1,2378.9,61.0,80.0,5.0,84.0,100.0,55.1,49.56,21.28,47.71,train
PI0012138,T001518,POI0033,March,evening,Z07,18.3,11.27,731.3,71.5,73.0,44.0,87.0,100.0,54.6,14.32,7.32,78.38,train
PI0012139,T001518,POI0055,March,afternoon,Z07,55.4,29.95,655.7,82.16,91.0,84.0,85.5,100.0,55.1,3.49,22.16,83.17,train
PI0012140,T001518,POI0058,March,afternoon,Z07,55.4,29.95,543.7,86.09,46.0,78.0,89.85,100.0,68.6,0.53,22.16,78.0,train
PI0012141,T001518,POI0040,March,morning,Z07,10.9,0.6,5.5,71.39,88.0,45.0,82.5,100.0,45.0,0.0,4.36,74.24,train
PI0012142,T001518,POI0033,March,evening,Z07,18.3,11.27,731.3,71.5,73.0,44.0,87.0,100.0,54.6,14.32,7.32,73.79,train
PI0012143,T001518,POI0027,March,evening,Z07,36.9,20.67,460.8,79.25,88.0,81.0,83.55,100.0,61.5,2.28,14.76,83.1,train
PI0012144,T001518,POI0008,March,morning,Z07,43.4,22.22,361.6,64.25,76.0,53.0,87.9,100.0,71.5,0.0,17.36,74.81,train
PI0012145,T001519,POI0050,January,morning,Z04,182.1,97.33,1812.2,71.12,43.0,89.0,84.9,100.0,82.4,1.73,72.84,71.46,train
PI0012146,T001519,POI0033,January,afternoon,Z04,34.8,20.09,2206.4,68.61,66.0,62.0,87.0,100.0,54.6,60.19,13.92,59.8,train
PI0012147,T001519,POI0011,January,afternoon,Z04,11.5,6.52,729.9,67.62,60.0,73.0,85.95,100.0,59.9,20.37,4.6,73.39,train
PI0012148,T001519,POI0004,January,morning,Z04,12.3,7.82,1814.8,70.0,77.0,59.0,88.35,100.0,78.8,55.09,4.92,70.66,train
PI0012149,T001519,POI0014,January,afternoon,Z04,6.3,3.23,12090.9,80.08,30.0,64.0,81.45,100.0,88.2,100.0,2.52,56.27,train
PI0012150,T001519,POI0016,January,afternoon,Z04,6.3,3.23,61.9,77.45,59.0,66.0,87.75,100.0,69.1,0.0,2.52,72.42,train
PI0012151,T001519,POI0043,January,morning,Z04,103.8,57.03,1210.3,74.39,71.0,60.0,90.0,100.0,62.9,4.54,41.52,74.11,train
PI0012152,T001519,POI0023,January,evening,Z04,5.4,0.53,9768.7,72.28,37.0,51.0,73.35,100.0,73.0,100.0,2.16,34.11,train
