interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,category,typical_duration_minutes,accessibility_score,quality_score,food_affinity,culture_affinity,nature_affinity,beach_affinity,wellness_affinity,adventure_affinity,nightlife_affinity,shopping_affinity,history_affinity,photography_affinity,wildlife_affinity,spirituality_affinity
PI0014071,T001759,POI0043,January,morning,Z01,71.1,43.86,853.9,69.43,55.0,60.0,71.5,100.0,62.9,0.23,28.44,68.22,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,waterfall,90,22,62.9,10,27,84,3,16,87,27,18,38,93,16,29
PI0014072,T001759,POI0016,January,afternoon,Z01,8.5,5.16,100.6,75.4,60.0,66.0,72.25,100.0,69.1,0.0,3.4,71.3,train,friends,3,0,0,3,packed,high,premium,no_restriction,non_vegetarian,private_transport,84,80,67,75,50,28,70,77,75,70,3,76,beach,105,90,69.1,15,29,40,73,24,7,25,18,0,92,12,13
PI0014073,T001760,POI0032,October,evening,Z06,10.2,0.97,47.1,85.65,71.0,39.0,69.1,100.0,74.7,0.58,4.08,82.33,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,cultural_site,42,42,74.7,19,83,18,19,22,31,6,5,76,23,34,81
PI0014074,T001760,POI0048,October,evening,Z06,57.7,36.79,653.1,70.33,71.0,71.0,71.9,100.0,46.3,0.0,23.08,68.15,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,market,98,60,46.3,78,80,19,1,22,31,23,72,18,28,0,7
PI0014075,T001760,POI0006,October,evening,Z06,19.2,11.42,212.6,64.92,52.0,80.0,74.4,100.0,64.0,0.0,7.68,68.24,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,beach,148,86,64.0,23,10,15,80,18,32,21,18,7,71,14,19
PI0014076,T001760,POI0003,October,afternoon,Z06,19.2,11.42,298.6,76.53,59.0,55.0,70.9,100.0,70.0,1.19,7.68,74.85,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,photography,78,48,70.0,15,21,89,28,29,15,14,30,83,74,6,8
PI0014077,T001760,POI0029,October,afternoon,Z06,17.9,9.21,367.1,75.45,62.0,70.0,71.0,100.0,58.1,2.58,7.16,72.65,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,nature,80,59,58.1,7,18,79,4,26,24,0,18,31,93,32,20
PI0014078,T001760,POI0015,October,afternoon,Z06,32.9,17.46,699.6,76.61,66.0,84.0,72.7,100.0,55.8,5.39,13.16,69.7,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0014079,T001760,POI0025,October,evening,Z06,17.9,9.21,284.1,65.28,61.0,43.0,73.5,100.0,75.9,1.43,7.16,73.49,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,waterfall,130,16,75.9,24,17,91,27,35,80,14,14,29,96,14,14
PI0014080,T001760,POI0019,October,afternoon,Z06,35.7,20.48,357.1,74.04,81.0,75.0,73.9,100.0,65.5,0.0,14.28,71.48,train,friends,6,0,0,6,packed,low,premium,no_restriction,non_vegetarian,public_transport,49,81,43,36,68,6,2,75,88,90,63,92,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0014081,T001761,POI0059,February,afternoon,Z04,100.3,53.22,929.9,70.74,64.0,66.0,92.5,100.0,79.4,0.12,40.12,71.58,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,vegan,balanced,89,46,79,58,87,12,36,51,62,54,65,81,cultural_site,90,76,79.4,21,84,23,33,0,31,20,17,73,26,0,90
PI0014082,T001761,POI0040,February,morning,Z04,50.2,26.96,457.0,78.07,71.0,45.0,80.0,100.0,45.0,0.0,20.08,67.15,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,vegan,balanced,89,46,79,58,87,12,36,51,62,54,65,81,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0014083,T001761,POI0024,February,morning,Z04,5.4,0.53,2.7,65.85,77.0,82.0,73.25,100.0,63.4,0.0,2.16,73.0,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,vegan,balanced,89,46,79,58,87,12,36,51,62,54,65,81,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0014084,T001761,POI0034,February,afternoon,Z04,34.8,20.09,2222.4,82.48,15.0,15.0,83.5,100.0,59.7,9.1,13.92,50.95,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,vegan,balanced,89,46,79,58,87,12,36,51,62,54,65,81,nightlife,126,78,59.7,85,25,33,39,23,27,75,84,31,30,22,30
PI0014085,T001761,POI0036,February,morning,Z04,34.8,20.09,365.4,80.12,79.0,58.0,88.25,100.0,45.7,0.0,13.92,80.1,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,vegan,balanced,89,46,79,58,87,12,36,51,62,54,65,81,shopping,107,82,45.7,90,24,27,3,23,16,14,91,37,41,35,18
PI0014086,T001761,POI0002,February,evening,Z04,12.3,7.82,143.8,72.92,62.0,58.0,94.0,100.0,67.0,0.07,4.92,75.65,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,vegan,balanced,89,46,79,58,87,12,36,51,62,54,65,81,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0014087,T001761,POI0049,February,afternoon,Z04,182.1,97.33,1768.2,72.06,45.0,81.0,95.5,100.0,79.2,0.04,72.84,74.89,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,vegan,balanced,89,46,79,58,87,12,36,51,62,54,65,81,religious_site,78,80,79.2,4,87,42,25,15,13,15,16,81,30,0,91
PI0014088,T001761,POI0014,February,morning,Z04,6.3,3.23,3450.9,82.57,70.0,60.0,78.25,100.0,88.2,16.6,2.52,65.86,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,vegan,balanced,89,46,79,58,87,12,36,51,62,54,65,81,wellness,147,82,88.2,20,35,91,30,89,47,17,0,39,14,21,35
PI0014089,T001762,POI0011,March,afternoon,Z04,11.5,6.52,281.9,79.05,60.0,73.0,85.95,100.0,59.9,1.68,4.6,78.79,train,friends,7,0,0,7,balanced,low,standard,no_restriction,no_preference,public_transport,38,87,72,58,67,25,9,69,89,74,66,80,museum,63,93,59.9,6,81,23,20,16,18,16,21,96,0,17,22
PI0014090,T001762,POI0045,March,morning,Z04,103.8,57.03,1270.3,81.33,78.0,68.0,88.05,100.0,72.7,1.91,41.52,88.15,train,friends,7,0,0,7,balanced,low,standard,no_restriction,no_preference,public_transport,38,87,72,58,67,25,9,69,89,74,66,80,museum,103,71,72.7,26,89,38,35,7,40,13,32,85,15,0,17
PI0014091,T001762,POI0058,March,afternoon,Z04,100.3,53.22,925.9,84.21,87.0,78.0,89.85,100.0,68.6,0.19,40.12,86.64,train,friends,7,0,0,7,balanced,low,standard,no_restriction,no_preference,public_transport,38,87,72,58,67,25,9,69,89,74,66,80,religious_site,89,76,68.6,36,89,22,17,15,23,16,19,85,11,26,100
PI0014092,T001762,POI0053,March,evening,Z04,182.1,97.33,1926.2,75.69,75.0,39.0,87.45,100.0,54.4,1.6,72.84,73.87,train,friends,7,0,0,7,balanced,low,standard,no_restriction,no_preference,public_transport,38,87,72,58,67,25,9,69,89,74,66,80,museum,107,55,54.4,9,88,31,20,4,3,2,0,85,33,19,0
PI0014093,T001762,POI0032,March,afternoon,Z04,34.8,20.09,407.4,86.67,71.0,70.0,82.8,100.0,74.7,0.4,13.92,77.45,train,friends,7,0,0,7,balanced,low,standard,no_restriction,no_preference,public_transport,38,87,72,58,67,25,9,69,89,74,66,80,cultural_site,42,42,74.7,19,83,18,19,22,31,6,5,76,23,34,81
PI0014094,T001762,POI0057,March,morning,Z04,100.3,53.22,987.9,62.12,64.0,82.0,86.85,100.0,60.6,0.79,40.12,64.28,train,friends,7,0,0,7,balanced,low,standard,no_restriction,no_preference,public_transport,38,87,72,58,67,25,9,69,89,74,66,80,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0014095,T001762,POI0020,March,afternoon,Z04,5.4,0.53,45.7,78.68,69.0,55.0,85.2,100.0,61.3,0.41,2.16,66.75,train,friends,7,0,0,7,balanced,low,standard,no_restriction,no_preference,public_transport,38,87,72,58,67,25,9,69,89,74,66,80,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0014096,T001762,POI0013,March,morning,Z04,6.3,3.23,135.9,83.1,85.0,70.0,88.05,100.0,69.4,0.71,2.52,98.57,train,friends,7,0,0,7,balanced,low,standard,no_restriction,no_preference,public_transport,38,87,72,58,67,25,9,69,89,74,66,80,fort,103,56,69.4,24,97,0,12,27,1,37,24,91,80,29,32
PI0014097,T001763,POI0042,October,evening,Z05,35.5,18.74,612.5,73.55,52.0,46.0,88.5,100.0,66.8,2.24,14.2,67.62,train,couple,2,0,0,2,balanced,high,standard,no_restriction,no_preference,public_transport,93,78,78,34,54,45,53,59,43,47,37,50,museum,80,52,66.8,32,86,31,23,13,28,21,20,96,0,2,5
PI0014098,T001763,POI0048,October,evening,Z05,81.3,42.34,694.6,86.43,80.0,71.0,88.8,100.0,46.3,0.0,32.52,70.94,train,couple,2,0,0,2,balanced,high,standard,no_restriction,no_preference,public_transport,93,78,78,34,54,45,53,59,43,47,37,50,market,98,60,46.3,78,80,19,1,22,31,23,72,18,28,0,7
PI0014099,T001763,POI0059,October,afternoon,Z05,61.1,39.15,742.8,74.23,72.0,66.0,90.0,100.0,79.4,0.18,24.44,80.85,train,couple,2,0,0,2,balanced,high,standard,no_restriction,no_preference,public_transport,93,78,78,34,54,45,53,59,43,47,37,50,cultural_site,90,76,79.4,21,84,23,33,0,31,20,17,73,26,0,90
PI0014100,T001763,POI0032,October,evening,Z05,19.8,10.31,234.0,74.5,64.0,39.0,82.8,100.0,74.7,0.32,7.92,68.43,train,couple,2,0,0,2,balanced,high,standard,no_restriction,no_preference,public_transport,93,78,78,34,54,45,53,59,43,47,37,50,cultural_site,42,42,74.7,19,83,18,19,22,31,6,5,76,23,34,81
PI0014101,T001763,POI0027,October,morning,Z05,13.9,0.44,93.0,70.94,88.0,94.0,83.55,100.0,61.5,0.65,5.56,90.5,train,couple,2,0,0,2,balanced,high,standard,no_restriction,no_preference,public_transport,93,78,78,34,54,45,53,59,43,47,37,50,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0014102,T001763,POI0060,October,morning,Z05,61.1,39.15,718.8,66.07,62.0,75.0,80.25,100.0,85.3,0.0,24.44,76.76,train,couple,2,0,0,2,balanced,high,standard,no_restriction,no_preference,public_transport,93,78,78,34,54,45,53,59,43,47,37,50,beach,155,92,85.3,48,6,18,99,34,11,22,20,23,79,18,0
PI0014103,T001763,POI0048,October,evening,Z05,81.3,42.34,694.6,86.43,80.0,71.0,88.8,100.0,46.3,0.0,32.52,79.92,train,couple,2,0,0,2,balanced,high,standard,no_restriction,no_preference,public_transport,93,78,78,34,54,45,53,59,43,47,37,50,market,98,60,46.3,78,80,19,1,22,31,23,72,18,28,0,7
PI0014104,T001763,POI0040,October,morning,Z05,35.5,18.74,315.5,86.71,88.0,45.0,82.5,100.0,45.0,0.0,14.2,88.78,train,couple,2,0,0,2,balanced,high,standard,no_restriction,no_preference,public_transport,93,78,78,34,54,45,53,59,43,47,37,50,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0014105,T001764,POI0020,April,morning,Z10,92.0,51.21,903.9,80.84,69.0,79.0,100.0,100.0,61.3,0.17,36.8,90.92,train,friends,4,0,0,4,easy_going,high,premium,no_restriction,no_preference,fastest,54,87,68,57,54,0,40,49,82,100,42,82,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0014106,T001764,POI0053,April,morning,Z10,70.7,39.95,862.3,75.71,75.0,88.0,88.25,100.0,54.4,0.65,28.28,81.35,train,friends,4,0,0,4,easy_going,high,premium,no_restriction,no_preference,fastest,54,87,68,57,54,0,40,49,82,100,42,82,museum,107,55,54.4,9,88,31,20,4,3,2,0,85,33,19,0
PI0014107,T001764,POI0057,April,afternoon,Z10,14.9,0.98,89.5,58.92,64.0,75.0,87.25,100.0,60.6,0.32,5.96,76.36,train,friends,4,0,0,4,easy_going,high,premium,no_restriction,no_preference,fastest,54,87,68,57,54,0,40,49,82,100,42,82,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0014108,T001764,POI0032,April,afternoon,Z10,64.3,33.2,624.7,83.76,71.0,70.0,100.0,100.0,74.7,0.16,25.72,91.17,train,friends,4,0,0,4,easy_going,high,premium,no_restriction,no_preference,fastest,54,87,68,57,54,0,40,49,82,100,42,82,cultural_site,42,42,74.7,19,83,18,19,22,31,6,5,76,23,34,81
PI0014109,T001764,POI0015,April,morning,Z10,77.1,44.02,1219.7,81.16,66.0,84.0,86.5,100.0,55.8,1.5,30.84,65.15,train,friends,4,0,0,4,easy_going,high,premium,no_restriction,no_preference,fastest,54,87,68,57,54,0,40,49,82,100,42,82,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0014110,T001764,POI0057,April,afternoon,Z10,14.9,0.98,89.5,58.92,64.0,75.0,87.25,100.0,60.6,0.32,5.96,73.75,train,friends,4,0,0,4,easy_going,high,premium,no_restriction,no_preference,fastest,54,87,68,57,54,0,40,49,82,100,42,82,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0014111,T001764,POI0013,April,morning,Z10,77.1,44.02,904.7,87.9,85.0,70.0,89.25,100.0,69.4,0.29,30.84,85.54,train,friends,4,0,0,4,easy_going,high,premium,no_restriction,no_preference,fastest,54,87,68,57,54,0,40,49,82,100,42,82,fort,103,56,69.4,24,97,0,12,27,1,37,24,91,80,29,32
PI0014112,T001764,POI0012,April,afternoon,Z10,73.8,41.29,703.7,72.05,60.0,73.0,81.0,100.0,66.6,0.0,29.52,66.47,train,friends,4,0,0,4,easy_going,high,premium,no_restriction,no_preference,fastest,54,87,68,57,54,0,40,49,82,100,42,82,shopping,136,70,66.6,88,40,25,29,16,20,11,92,5,29,17,34
PI0014113,T001765,POI0024,December,morning,Z10,92.0,51.21,860.9,67.76,57.6,82.0,78.45,100.0,63.4,0.0,36.8,80.79,train,family,2,4,0,6,balanced,low,luxury,no_restriction,vegetarian,private_transport,84,69,84,56,63,73,52,53,68,49,58,33,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0014114,T001765,POI0036,December,evening,Z10,64.3,33.2,582.7,80.44,63.4,73.0,87.45,100.0,45.7,0.0,25.72,74.45,train,family,2,4,0,6,balanced,low,luxury,no_restriction,vegetarian,private_transport,84,69,84,56,63,73,52,53,68,49,58,33,shopping,107,82,45.7,90,24,27,3,23,16,14,91,37,41,35,18
PI0014115,T001765,POI0004,December,morning,Z10,65.4,41.68,2399.5,73.14,51.0,59.0,88.35,100.0,78.8,14.24,26.16,56.74,train,family,2,4,0,6,balanced,low,luxury,no_restriction,vegetarian,private_transport,84,69,84,56,63,73,52,53,68,49,58,33,food,79,59,78.8,88,88,27,18,14,19,0,2,4,8,24,9
PI0014116,T001765,POI0028,December,evening,Z10,63.6,39.05,739.5,83.44,61.6,66.0,90.0,100.0,63.8,0.0,25.44,74.64,train,family,2,4,0,6,balanced,low,luxury,no_restriction,vegetarian,private_transport,84,69,84,56,63,73,52,53,68,49,58,33,shopping,90,70,63.8,90,28,27,24,0,21,13,74,40,40,36,23
PI0014117,T001765,POI0018,December,morning,Z10,77.1,44.02,2126.7,79.99,0.0,5.0,77.1,100.0,86.2,11.44,30.84,57.77,train,family,2,4,0,6,balanced,low,luxury,no_restriction,vegetarian,private_transport,84,69,84,56,63,73,52,53,68,49,58,33,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0014118,T001765,POI0013,December,afternoon,Z10,77.1,44.02,1088.7,72.24,66.6,70.0,88.05,100.0,69.4,2.28,30.84,67.02,train,family,2,4,0,6,balanced,low,luxury,no_restriction,vegetarian,private_transport,84,69,84,56,63,73,52,53,68,49,58,33,fort,103,56,69.4,24,97,0,12,27,1,37,24,91,80,29,32
PI0014119,T001765,POI0008,December,afternoon,Z10,73.8,41.29,703.7,70.99,64.8,62.0,87.9,100.0,71.5,0.0,29.52,57.75,train,family,2,4,0,6,balanced,low,luxury,no_restriction,vegetarian,private_transport,84,69,84,56,63,73,52,53,68,49,58,33,market,76,100,71.5,90,68,19,9,5,9,15,92,4,20,14,16
PI0014120,T001765,POI0053,December,afternoon,Z10,70.7,39.95,1182.3,66.77,95.0,79.0,87.45,100.0,54.4,4.3,28.28,70.44,train,family,2,4,0,6,balanced,low,luxury,no_restriction,vegetarian,private_transport,84,69,84,56,63,73,52,53,68,49,58,33,museum,107,55,54.4,9,88,31,20,4,3,2,0,85,33,19,0
PI0014121,T001766,POI0004,June,morning,Z10,65.4,41.68,1215.5,55.17,44.0,59.0,88.35,100.0,78.8,6.68,26.16,68.03,test,solo,1,0,0,1,balanced,low,luxury,no_restriction,vegan,fastest,62,37,75,79,58,96,65,5,100,81,36,6,food,79,59,78.8,88,88,27,18,14,19,0,2,4,8,24,9
PI0014122,T001766,POI0024,June,morning,Z10,92.0,51.21,860.9,74.19,77.0,51.25,78.45,100.0,63.4,0.0,36.8,84.02,test,solo,1,0,0,1,balanced,low,luxury,no_restriction,vegan,fastest,62,37,75,79,58,96,65,5,100,81,36,6,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0014123,T001766,POI0017,June,morning,Z10,77.1,44.02,846.7,63.34,72.0,64.0,86.4,100.0,60.8,0.25,30.84,69.96,test,solo,1,0,0,1,balanced,low,luxury,no_restriction,vegan,fastest,62,37,75,79,58,96,65,5,100,81,36,6,religious_site,66,89,60.8,43,100,20,21,32,9,23,19,87,9,0,68
PI0014124,T001766,POI0019,June,evening,Z10,92.0,51.21,860.9,59.83,55.0,85.0,82.8,100.0,65.5,0.0,36.8,66.29,test,solo,1,0,0,1,balanced,low,luxury,no_restriction,vegan,fastest,62,37,75,79,58,96,65,5,100,81,36,6,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0014125,T001766,POI0033,June,morning,Z10,64.3,33.2,1123.7,66.29,61.0,63.84,87.0,100.0,54.6,8.43,25.72,58.45,test,solo,1,0,0,1,balanced,low,luxury,no_restriction,vegan,fastest,62,37,75,79,58,96,65,5,100,81,36,6,wildlife,110,31,54.6,39,12,100,17,4,20,7,10,24,26,80,31
PI0014126,T001766,POI0052,June,morning,Z10,70.7,39.95,695.3,75.73,68.0,69.78,82.65,100.0,88.6,0.0,28.28,81.95,test,solo,1,0,0,1,balanced,low,luxury,no_restriction,vegan,fastest,62,37,75,79,58,96,65,5,100,81,36,6,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0014127,T001766,POI0033,June,evening,Z10,64.3,33.2,1123.7,66.29,61.0,19.35,87.0,100.0,54.6,8.43,25.72,80.96,test,solo,1,0,0,1,balanced,low,luxury,no_restriction,vegan,fastest,62,37,75,79,58,96,65,5,100,81,36,6,wildlife,110,31,54.6,39,12,100,17,4,20,7,10,24,26,80,31
PI0014128,T001766,POI0047,June,morning,Z10,16.5,9.89,199.0,55.97,76.0,88.0,83.1,100.0,70.7,0.44,6.6,78.14,test,solo,1,0,0,1,balanced,low,luxury,no_restriction,vegan,fastest,62,37,75,79,58,96,65,5,100,81,36,6,religious_site,44,66,70.7,15,67,23,30,1,12,6,8,85,0,27,91
PI0014129,T001767,POI0034,December,evening,Z05,19.8,10.31,6053.0,76.9,18.0,95.0,84.6,100.0,59.7,18.23,7.92,66.19,train,family,4,4,0,8,balanced,high,standard,no_restriction,no_preference,balanced,79,63,75,71,89,45,9,45,63,53,68,72,nightlife,126,78,59.7,85,25,33,39,23,27,75,84,31,30,22,30
PI0014130,T001767,POI0060,December,afternoon,Z05,61.1,39.15,718.8,73.27,69.4,50.0,80.25,100.0,85.3,0.0,24.44,79.2,train,family,4,4,0,8,balanced,high,standard,no_restriction,no_preference,balanced,79,63,75,71,89,45,9,45,63,53,68,72,beach,155,92,85.3,48,6,18,99,34,11,22,20,23,79,18,0
PI0014131,T001767,POI0052,December,morning,Z05,139.6,74.19,1436.5,75.51,64.0,87.0,82.65,100.0,88.6,0.0,55.84,77.85,train,family,4,4,0,8,balanced,high,standard,no_restriction,no_preference,balanced,79,63,75,71,89,45,9,45,63,53,68,72,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0014132,T001767,POI0004,December,morning,Z05,6.4,3.57,1675.3,70.48,51.0,59.0,88.35,100.0,78.8,5.02,2.56,68.79,train,family,4,4,0,8,balanced,high,standard,no_restriction,no_preference,balanced,79,63,75,71,89,45,9,45,63,53,68,72,food,79,59,78.8,88,88,27,18,14,19,0,2,4,8,24,9
PI0014133,T001767,POI0006,December,morning,Z05,6.4,3.57,62.3,72.68,49.4,92.0,81.3,100.0,64.0,0.0,2.56,75.36,train,family,4,4,0,8,balanced,high,standard,no_restriction,no_preference,balanced,79,63,75,71,89,45,9,45,63,53,68,72,beach,148,86,64.0,23,10,15,80,18,32,21,18,7,71,14,19
PI0014134,T001767,POI0036,December,afternoon,Z05,19.8,10.31,192.0,76.67,63.4,77.0,87.45,100.0,45.7,0.0,7.92,80.71,train,family,4,4,0,8,balanced,high,standard,no_restriction,no_preference,balanced,79,63,75,71,89,45,9,45,63,53,68,72,shopping,107,82,45.7,90,24,27,3,23,16,14,91,37,41,35,18
PI0014135,T001767,POI0049,December,morning,Z05,139.6,74.19,1461.5,73.7,48.6,80.0,88.2,100.0,79.2,0.08,55.84,69.93,train,family,4,4,0,8,balanced,high,standard,no_restriction,no_preference,balanced,79,63,75,71,89,45,9,45,63,53,68,72,religious_site,78,80,79.2,4,87,42,25,15,13,15,16,81,30,0,91
PI0014136,T001767,POI0005,December,afternoon,Z05,6.4,3.57,9274.3,71.11,56.8,73.0,87.15,100.0,68.9,28.65,2.56,64.67,train,family,4,4,0,8,balanced,high,standard,no_restriction,no_preference,balanced,79,63,75,71,89,45,9,45,63,53,68,72,adventure,109,87,68.9,22,20,97,17,7,86,22,36,30,24,37,5
PI0014137,T001768,POI0022,February,afternoon,Z05,20.9,12.05,2079.7,89.3,48.0,15.0,82.5,100.0,55.1,60.02,8.36,67.14,test,solo,1,0,0,1,easy_going,medium,standard,no_restriction,vegetarian,balanced,73,53,49,29,70,39,69,89,15,53,53,33,nightlife,130,46,55.1,71,4,14,13,29,22,70,89,13,35,12,12
PI0014138,T001768,POI0039,February,afternoon,Z05,35.5,18.74,1616.5,84.98,65.0,15.0,70.5,100.0,88.0,41.71,14.2,67.59,test,solo,1,0,0,1,easy_going,medium,standard,no_restriction,vegetarian,balanced,73,53,49,29,70,39,69,89,15,53,53,33,nightlife,178,84,88.0,83,6,17,0,9,22,95,100,12,37,22,18
PI0014139,T001768,POI0018,February,afternoon,Z05,15.9,8.61,599.8,92.58,47.0,15.0,71.0,100.0,86.2,13.85,6.36,81.72,test,solo,1,0,0,1,easy_going,medium,standard,no_restriction,vegetarian,balanced,73,53,49,29,70,39,69,89,15,53,53,33,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0014140,T001768,POI0004,February,afternoon,Z05,6.4,3.57,491.3,65.36,44.0,66.0,95.25,100.0,78.8,13.75,2.56,78.42,test,solo,1,0,0,1,easy_going,medium,standard,no_restriction,vegetarian,balanced,73,53,49,29,70,39,69,89,15,53,53,33,food,79,59,78.8,88,88,27,18,14,19,0,2,4,8,24,9
PI0014141,T001768,POI0019,February,afternoon,Z05,20.9,12.05,207.7,82.36,55.0,75.0,80.5,100.0,65.5,0.0,8.36,75.06,test,solo,1,0,0,1,easy_going,medium,standard,no_restriction,vegetarian,balanced,73,53,49,29,70,39,69,89,15,53,53,33,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0014142,T001768,POI0037,February,evening,Z05,35.5,18.74,315.5,82.46,69.0,75.0,83.25,100.0,63.0,0.0,14.2,63.44,test,solo,1,0,0,1,easy_going,medium,standard,no_restriction,vegetarian,balanced,73,53,49,29,70,39,69,89,15,53,53,33,market,127,84,63.0,76,85,16,15,27,24,23,88,27,0,15,0
PI0014143,T001768,POI0044,February,morning,Z05,81.3,42.34,1171.6,58.27,61.0,72.0,89.0,100.0,54.5,15.29,32.52,61.12,test,solo,1,0,0,1,easy_going,medium,standard,no_restriction,vegetarian,balanced,73,53,49,29,70,39,69,89,15,53,53,33,wildlife,104,36,54.5,30,14,83,11,0,3,0,0,5,35,84,35
PI0014144,T001768,POI0012,February,evening,Z05,9.6,5.48,105.3,86.75,79.0,68.0,81.0,100.0,66.6,0.0,3.84,84.08,test,solo,1,0,0,1,easy_going,medium,standard,no_restriction,vegetarian,balanced,73,53,49,29,70,39,69,89,15,53,53,33,shopping,136,70,66.6,88,40,25,29,16,20,11,92,5,29,17,34
PI0014145,T001769,POI0040,June,afternoon,Z10,58.1,32.18,547.8,83.06,69.0,73.0,80.0,100.0,45.0,0.0,23.24,71.26,validation,friends,4,0,0,4,easy_going,high,premium,no_restriction,vegetarian,lowest_cost,84,79,63,62,43,13,51,79,60,59,10,73,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0014146,T001769,POI0019,June,evening,Z10,92.0,51.21,860.9,85.36,81.0,85.0,80.5,100.0,65.5,0.0,36.8,77.32,validation,friends,4,0,0,4,easy_going,high,premium,no_restriction,vegetarian,lowest_cost,84,79,63,62,43,13,51,79,60,59,10,73,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0014147,T001769,POI0043,June,evening,Z10,16.5,9.89,214.0,65.54,55.0,31.92,92.5,100.0,62.9,0.19,6.6,63.04,validation,friends,4,0,0,4,easy_going,high,premium,no_restriction,vegetarian,lowest_cost,84,79,63,62,43,13,51,79,60,59,10,73,waterfall,90,22,62.9,10,27,84,3,16,87,27,18,38,93,16,29
PI0014148,T001769,POI0022,June,morning,Z10,92.0,51.21,2732.9,77.88,63.0,5.0,82.5,100.0,55.1,8.1,36.8,66.29,validation,friends,4,0,0,4,easy_going,high,premium,no_restriction,vegetarian,lowest_cost,84,79,63,62,43,13,51,79,60,59,10,73,nightlife,130,46,55.1,71,4,14,13,29,22,70,89,13,35,12,12
PI0014149,T001769,POI0042,June,morning,Z10,58.1,32.18,844.8,73.97,63.0,82.0,95.0,100.0,66.8,1.28,23.24,89.58,validation,friends,4,0,0,4,easy_going,high,premium,no_restriction,vegetarian,lowest_cost,84,79,63,62,43,13,51,79,60,59,10,73,museum,80,52,66.8,32,86,31,23,13,28,21,20,96,0,2,5
